Title,Poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Beauty and the Beast,https://image.tmdb.org/t/p/w500//6DDJ8o2d6T4fpGWECLF4xBGTyAM.jpg,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Dawn of the Planet of the Apes,https://image.tmdb.org/t/p/w500//kScdQEwS9jPEdnO23XjGAtaoRcT.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Barbie: Mermaid Power,https://image.tmdb.org/t/p/w500//8qb8cLDBAWdahrtixN2mQdI6e52.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulan,https://image.tmdb.org/t/p/w500//aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Transformers: Age of Extinction,https://image.tmdb.org/t/p/w500//54HFDOswRfShCr25Tvt7JaLiIaf.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guardians of the Galaxy Vol. 2,https://image.tmdb.org/t/p/w500//y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jurassic World: Fallen Kingdom,https://image.tmdb.org/t/p/w500//x8cLgs0uXlb9rmpuVIxopoRGnCr.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Under Wraps 2,https://image.tmdb.org/t/p/w500//y37QvulwOJ1uv0onnDB4ocWEQZn.jpg,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Wreck-It Ralph,https://image.tmdb.org/t/p/w500//zWoIgZ7mgmPkaZjG0102BSKFIqQ.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ready Player One,https://image.tmdb.org/t/p/w500//pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kingsman: The Golden Circle,https://image.tmdb.org/t/p/w500//34xBL6BXNYFqtHO9zhcgoakS4aP.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Life and Passion of Jesus Christ,https://image.tmdb.org/t/p/w500//9UROv3slxYQUmBfkgbfczEan8Vi.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Blade Runner 2049,https://image.tmdb.org/t/p/w500//gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Purple Hearts,https://image.tmdb.org/t/p/w500//4JyNWkryifWbWXJyxcWh3pVya6N.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Son of God,https://image.tmdb.org/t/p/w500//7xWa1p2qMn4rxGIvRDDebJrXMiI.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Witch: Part 2. The Other One,https://image.tmdb.org/t/p/w500//icQM4lMTEUVYPrSOV3BH9LZjvmY.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Wrong Turn 3: Left for Dead,https://image.tmdb.org/t/p/w500//84s4LMWuGbm4xPWW5PSbHyQhh33.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Forever Purge,https://image.tmdb.org/t/p/w500//lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Kung Fu Panda 3,https://image.tmdb.org/t/p/w500//oajNi4Su39WAByHI6EONu8G8HYn.jpg,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Despicable Me 2,https://image.tmdb.org/t/p/w500//yKcdrRqR5Wqi5Z4Hwmrsp8k8ceI.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Somebody I Used to Know,https://image.tmdb.org/t/p/w500//ovHxxphDgjyEpYriDoGoIHfrdZL.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
November,https://image.tmdb.org/t/p/w500//A5wae5M81jLTuv3WbCJfORxapRA.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Twilight Saga: Breaking Dawn - Part 1,https://image.tmdb.org/t/p/w500//qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Limitless,https://image.tmdb.org/t/p/w500//hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Logan,https://image.tmdb.org/t/p/w500//fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Your Boyfriend Is Mine,https://image.tmdb.org/t/p/w500//2OOYNZLKjdX8Z5KNyz7zZnHmodJ.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
The Takeover,https://image.tmdb.org/t/p/w500//g7rdcofib7HqdlDP1LT7Hmf1f2o.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journey 2: The Mysterious Island,https://image.tmdb.org/t/p/w500//hLZHJjsZ83Wfn3MRteNb6ew0WC7.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wrong Turn,https://image.tmdb.org/t/p/w500//4U1SBHmwHkNA0eHZ2n1CuiC1K1g.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Thor: The Dark World,https://image.tmdb.org/t/p/w500//wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scary Movie 2,https://image.tmdb.org/t/p/w500//7Eb1JWK0Cb0rbfsYjwfc9g0PbQH.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,https://image.tmdb.org/t/p/w500//lBscKQzEJY1XF2ReZT2vIGrMQ1k.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Emperor's New Groove,https://image.tmdb.org/t/p/w500//xU635vn1lMD9DWDloeuKmuhxxnQ.jpg,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WALL·E,https://image.tmdb.org/t/p/w500//hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Trolls World Tour,https://image.tmdb.org/t/p/w500//7W0G3YECgDAfnuiHG91r8WqgIOe.jpg,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
The Hangover Part II,https://image.tmdb.org/t/p/w500//jrP9zmdSUpOzzUXpEqPqg3dryUr.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redcon-1,https://image.tmdb.org/t/p/w500//vVPrWngVJ2cfYAncBedQty69Dlf.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
As They Made Us,https://image.tmdb.org/t/p/w500//qypGmqMTIT6PmDzmM3i2Aexaxug.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Warrior,https://image.tmdb.org/t/p/w500//iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nope,https://image.tmdb.org/t/p/w500//AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Batman v Superman: Dawn of Justice,https://image.tmdb.org/t/p/w500//5UsK3grJvtQrtzEgqNlDljJW96w.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon 2,https://image.tmdb.org/t/p/w500//d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Just Love and a Thousand Songs,https://image.tmdb.org/t/p/w500//4BnFvDXO7UVXhxTCUvhf7R3UirK.jpg,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Shrek 5,https://image.tmdb.org/t/p/w500//vOBhCpP2RapWbP6sa3QNuiC2oNx.jpg,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Alienoid,https://image.tmdb.org/t/p/w500//8QVDXDiOGHRcAD4oM6MXjE0osSj.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
In Time,https://image.tmdb.org/t/p/w500//kyuXWPU7KLGD6yIfhCVk59LF0KN.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Fight Club,https://image.tmdb.org/t/p/w500//pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Apocalypto,https://image.tmdb.org/t/p/w500//cBFQsU1LDBEOl0Ik0cygeB6wCLE.jpg,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Cuento de Primavera-A Spring Tale,https://image.tmdb.org/t/p/w500//eUHEUEMlk6O0QusTAUji8zq3mwQ.jpg,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Roald Dahl's The Witches,https://image.tmdb.org/t/p/w500//ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Deathstroke: Knights & Dragons - The Movie,https://image.tmdb.org/t/p/w500//vFIHbiy55smzi50RmF8LQjmpGcx.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Scary Movie 5,https://image.tmdb.org/t/p/w500//r2Jwo4Eoax0oOnsU5qcXv0ea0Q8.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You Will Not Have My Hate,https://image.tmdb.org/t/p/w500//3zHQQIfGNxxJXwPWELul7DxGkpb.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sing,https://image.tmdb.org/t/p/w500//xviEKU073QAzeFRzWDdW9xDHPbB.jpg,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Rape,https://image.tmdb.org/t/p/w500//kY6gWfEJMjJ0JSvDkBuOCB3U6v0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,https://image.tmdb.org/t/p/w500//zMpJY5CJKUufG9OTw0In4eAFqPX.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alien Sniperess,https://image.tmdb.org/t/p/w500//bI1ZDRkerXrcaFa5kWjEMw80aqE.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Iron Man,https://image.tmdb.org/t/p/w500//78lPtwv72eTNqFW9COBYI0dWDJa.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Geostorm,https://image.tmdb.org/t/p/w500//nrsx0jEaBgXq4PWo7SooSnYJTv.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Pilgrim's Progress,https://image.tmdb.org/t/p/w500//vtfsNxAsDHElFvYHUc9Khwqg17Y.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taken 3,https://image.tmdb.org/t/p/w500//vzvMXMypMq7ieDofKThsxjHj9hn.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Venom,https://image.tmdb.org/t/p/w500//2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Am Legend,https://image.tmdb.org/t/p/w500//iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Porno,https://image.tmdb.org/t/p/w500//bhbPSpYjsRJAK7rXqL8APK9EwBl.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wrong Turn 2: Dead End,https://image.tmdb.org/t/p/w500//g3ivyNtj5GjoZ5lHqzEIjY7Jhxt.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Mari(dos),https://image.tmdb.org/t/p/w500//utC68GeR21AviTiosDBIVpqIp6N.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adam Project,https://image.tmdb.org/t/p/w500//wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Marudase Kintarou,https://image.tmdb.org/t/p/w500//70gildhMU2bX8D9zMbDylZBWpeY.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dragon Ball Z: Broly – Second Coming,https://image.tmdb.org/t/p/w500//4CkArpSqySpBQH95Oqr94ktU6rU.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Waktu Maghrib,https://image.tmdb.org/t/p/w500//tLkviJkau1cRMCoAa06R1gkH2Hn.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Despicable Me,https://image.tmdb.org/t/p/w500//9lOloREsAhBu0pEtU0BgeR1rHyo.jpg,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tom & Jerry,https://image.tmdb.org/t/p/w500//8XZI9QZ7Pm3fVkigWJPbrXCMzjq.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Broken Ties,https://image.tmdb.org/t/p/w500//orytyVK0DRDCos7C4L3Ob5L3P9O.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Scooby-Doo,https://image.tmdb.org/t/p/w500//3B9dxR5hE34W8ALLbP6SGdTgBRc.jpg,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wonder Woman,https://image.tmdb.org/t/p/w500//imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cinderella,https://image.tmdb.org/t/p/w500//ryKwNlAfDXu0do6SX9h4G9Si1kG.jpg,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
The Outfit,https://image.tmdb.org/t/p/w500//lZa5EB6PVJBT5mxhgZS5ftqdAm6.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrooge: A Christmas Carol,https://image.tmdb.org/t/p/w500//oyGb5JpEYMEqDDjfJKLEvPTVSjK.jpg,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Togo,https://image.tmdb.org/t/p/w500//5YZ8JKV8i437z6O4YQ2IEzcSlsD.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Extraction 2,https://image.tmdb.org/t/p/w500//axiZx52U5J8m8LiMIxnk5euWLG0.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Panther,https://image.tmdb.org/t/p/w500//uxzzxijgPIY7slzFvMotPv8wjKA.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
From Straight A's to XXX,https://image.tmdb.org/t/p/w500//pv5n66n3J9DzNeEzGymhQ0q2FcS.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Aquaman,https://image.tmdb.org/t/p/w500//uCg2HPY7rBCrh1YGpXam9LH1xKZ.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kimi,https://image.tmdb.org/t/p/w500//okNgwtxIWzGsNlR3GsOS0i0Qgbn.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hansan: Rising Dragon,https://image.tmdb.org/t/p/w500//uEHsMy4GjgVaUMQ74H9ofQpYobT.jpg,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
The Matrix,https://image.tmdb.org/t/p/w500//f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kung Fu Panda 2,https://image.tmdb.org/t/p/w500//mtqqD00vB4PGRt20gWtGqFhrkd0.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chip 'n Dale: Rescue Rangers,https://image.tmdb.org/t/p/w500//7UGmn8TyWPPzkjhLUW58cOUHjPS.jpg,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Simpsons in Plusaversary,https://image.tmdb.org/t/p/w500//p5jzbffrXuBTjsiwrQ3aOMTrvCj.jpg,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maleficent,https://image.tmdb.org/t/p/w500//ik8PugpL41s137RAWEGTAWu0dPo.jpg,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Twin,https://image.tmdb.org/t/p/w500//uUUSkKQEptTHjYejxzaT5TVkiAG.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Dragon Ball Z: Battle of Gods,https://image.tmdb.org/t/p/w500//nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tom Clancy's Without Remorse,https://image.tmdb.org/t/p/w500//6GCOpT8QcNzup09TAMmvvk22LTR.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spider-Man,https://image.tmdb.org/t/p/w500//gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rocky,https://image.tmdb.org/t/p/w500//hEjK9A9BkNXejFW4tfacVAEHtkn.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Hobbit: The Desolation of Smaug,https://image.tmdb.org/t/p/w500//xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Hangover Part III,https://image.tmdb.org/t/p/w500//vtxuPWkdllLNLVyGjKYa267ntuH.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman/Shazam!: The Return of Black Adam,https://image.tmdb.org/t/p/w500//3MgwChvi42N1RnhQE9A4pQVHyUY.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon the Movie: Mewtwo Strikes Back - Evolution,https://image.tmdb.org/t/p/w500//xlO50h3EX1w99KGztTzsjQBwPfs.jpg,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Grandmother,https://image.tmdb.org/t/p/w500//ri3KIjGp3Ek6iKUsTzMigmxTvdw.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
X-Men: Apocalypse,https://image.tmdb.org/t/p/w500//lRxsDK4exeEgKoXqI4zdr0Vl0yk.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Avatar: Creating the World of Pandora,https://image.tmdb.org/t/p/w500//d9oqcfeCyc3zmMal6eJbfj3gatc.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mia and Me: The Hero of Centopia,https://image.tmdb.org/t/p/w500//a3ZpDsvNCQUOD7ApAs9y3mFwVU4.jpg,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ava,https://image.tmdb.org/t/p/w500//qzA87Wf4jo1h8JMk9GilyIYvwsA.jpg,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Lobo Feroz,https://image.tmdb.org/t/p/w500//oURwoX6p103uvRmz4LgtsgrTcuM.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Monsters University,https://image.tmdb.org/t/p/w500//y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Black Adam: Saviour or Destroyer?,https://image.tmdb.org/t/p/w500//sTuXDWacwdcMS7NNLaynkfVBZkr.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharper,https://image.tmdb.org/t/p/w500//tq8x5F17q95T1j0up5rpzXFAylN.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bubble,https://image.tmdb.org/t/p/w500//kk28Lk8oQBGjoHRGUCN2vxKb4O2.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Black Water: Abyss,https://image.tmdb.org/t/p/w500//pmAv14TPE2vKMIRrVeCd1Ll7K94.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Dark Knight Rises,https://image.tmdb.org/t/p/w500//85cWkCVftiVs0BVey6pxX8uNmLt.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Aria the Benedizione,https://image.tmdb.org/t/p/w500//t5AlOjywdZvokwqq0wJ9AsyF2RI.jpg,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Spirit: Stallion of the Cimarron,https://image.tmdb.org/t/p/w500//rXhd4p6tHlgYHqRtn1wdrA2EZwQ.jpg,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Pacific Rim: Uprising,https://image.tmdb.org/t/p/w500//qh3LRJG0ddJPe6Q7SqMJhBWxGHu.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Red Book Ritual,https://image.tmdb.org/t/p/w500//bO2KJsAnBFFYhH9hCZCq31wXvIX.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iron Man 3,https://image.tmdb.org/t/p/w500//qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Lost Lotteries,https://image.tmdb.org/t/p/w500//j1p9kKsd3pHfyUFz2O56gBR0hq5.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice in Wonderland,https://image.tmdb.org/t/p/w500//o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A Trip to Infinity,https://image.tmdb.org/t/p/w500//24EXccaDuDEMYp7eVvsCicj5K41.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Intouchables,https://image.tmdb.org/t/p/w500//323BP0itpxTsO0skTwdnVmf7YC9.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pixels,https://image.tmdb.org/t/p/w500//rV5DzghQv6z6Yagak6ysKE77nuf.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Just Go with It,https://image.tmdb.org/t/p/w500//ez1EDULOCUUCySHOZU6tz97qbtM.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),https://image.tmdb.org/t/p/w500//h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon,https://image.tmdb.org/t/p/w500//ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Miracles from Heaven,https://image.tmdb.org/t/p/w500//hz9VF1TfaM0D04pYneSXUkNeOZv.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
xXx: Return of Xander Cage,https://image.tmdb.org/t/p/w500//hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Stranger,https://image.tmdb.org/t/p/w500//ydbm5Ad1nyZq7eywWsw82Wxdsgg.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Prince of Egypt,https://image.tmdb.org/t/p/w500//2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Annabelle Comes Home,https://image.tmdb.org/t/p/w500//qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Hellboy,https://image.tmdb.org/t/p/w500//bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Black Site,https://image.tmdb.org/t/p/w500//ipn8khVVC4eToWiGf89WF9J5PJn.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Little Guy,https://image.tmdb.org/t/p/w500//lPzcizL8PdS2U1q0rfhlVn00b9l.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ben-Hur,https://image.tmdb.org/t/p/w500//aUrN8UWS8d2PKLsk5teZPxrfbmO.jpg,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
American Sniper,https://image.tmdb.org/t/p/w500//i1U46OwMc6vlm7OoSUKfqUH615e.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scream 3,https://image.tmdb.org/t/p/w500//qpH8ToZVlFD1bakL04LkEKodyDI.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Mummy,https://image.tmdb.org/t/p/w500//yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brave,https://image.tmdb.org/t/p/w500//1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Meet Joe Black,https://image.tmdb.org/t/p/w500//fDPAjvfPMomkKF7cMRmL5Anak61.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Ron's Gone Wrong,https://image.tmdb.org/t/p/w500//2gq9sEE2iDRqKx8OiZP6mYSTq4.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Wendell & Wild,https://image.tmdb.org/t/p/w500//5dsX6UAHqkQz1kiV8bs8SvjyVNa.jpg,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Men,https://image.tmdb.org/t/p/w500//jo1Kv3P3UgDVk7JnUFr2Cl8WWUM.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Chernobyl: Abyss,https://image.tmdb.org/t/p/w500//AmJLuHjxPdIJO6vmymeWADG6jK5.jpg,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Elvis,https://image.tmdb.org/t/p/w500//qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Hunger,https://image.tmdb.org/t/p/w500//iZ3lhTFfK97pktBzEQTr7CDhssI.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
